"id","rank","name","author","uses_atlas_codes","translations","stages","groups","synonyms"
"18443","species","Heliosperma malyi","(H. Neumayer) Degen","","","","38","Silene pusilla subsp. malyi"
"18442","subspecies","Heliosperma pusillum chromodontum","(Boiss. & Reut.) Niketić & Stevanović","","","","38","Heliosperma chromodontum;Silene pusilla subsp. chromodonta"
"18441","subspecies","Scleranthus perennis marginatus","(Guss.) Nyman","","","","38","Scleranthus neglectus"
"18440","subspecies","Dianthus sylvestris tergestinus","(Rchb.) Hayek","","","","38",""
"18439","subspecies","Symphytum tuberosum angustifolium","(A.Kern.) Nyman","","","","38","Symphytum nodosum"
"18438","subspecies","Klasea radiata cetinjensis","(Rohlena) Greuter & Wagenitz","","","","38",""
"18437","genus","Bergenia","Moench","","Badan, elephant-ears;Ухолисна камењарка;;;;","","38",""
"18436","class","Gastropoda","","","","1;4;5","",""
"18435","phylum","Mollusca","Linnaeus, 1758","","molluscs;мекушци;mekušci;;;","1;4;5","",""
"18434","species","Cephalaria transsylvanica","(L.) Roemer & Schultes","",";Карпатски праскоч;Karpatski praskoč;Transilvanska glavatka;;","","38",""
"18433","tribe","Eriopygini","Fibiger & Lafontaine, 2005","","","1;2;3;5","18",""
"18432","genus","Eriopygodes","Hampson, 1905","","","1;2;3;5","18",""
"18431","class","Arachnida","","","","1;2;3;4;5","",""
"18430","order","Araneae","","","Spiders;Пауци;Pauci;Pauci;Pauci;Pauci","1;4;5","",""
"18429","subphylum","Chelicerata","","","","1;2;3;4;5","",""
"18428","subspecies","Rumex pulcher woodsii","(De Not.) Arcang.","","","","38",""
"18427","subspecies","Rumex obtusifolius silvestris","Čelak.","","","","38","Rumex obtusifolius subsp. sylvestris"
"18426","subspecies","Rumex acetosella angiocarpus","(Murb.) Murb.","","","","38",""
"18425","subspecies","Schedonorus arundinaceus mediterraneus","(Hack.) H.Scholz & Valdés","","","","38",""
"18424","species","Phalaris minor","Retz.","","","","38",""
"18423","genus","Anisops","Spinola, 1837","","","1;2;3;5","23",""
"18422","species","Aradus aterrimus","Fieber, 1864","","","1;2;3;5","23",""
"18421","species","Cairina moschata domestica","Donkin, 1989","1","","1;4;5","26",""
"18420","genus","Cairina","Donkin, 1989","1",";мошусна пловка;;;;","1;4;5","26",""
"18419","genus","Sphenophorus","","","","1;2;3;5","17",""
"18418","family","Dryophthoridae","","","","1;2;3;5","17",""
"18417","subfamily","Rhynchophorinae","","","","1;2;3;5","17",""
"18416","subspecies","Erigeron alpinus intermedius","(Rchb.) Pawł.","","","","38",""
"18415","species","Erigeron bonariensis","L.","","","","38",""
"18414","species","Erigeron atticus","Vill.","","","","38",""
"18413","species","Erigeron karvinskianus","DC.","",";;;Meksička hudoljetnica;Meksička krasolika;","","38",""
"18412","subspecies","Erigeron annuus septentrionalis","(Fernald & Wiegand) Wagenitz","","Lesser Daisy Fleabane, Prairie Fleabane;;;Krasolika;;","","38",""
"18411","genus","Ochromolopis","Hübner","","","1;2;3;5","",""
"18410","superfamily","Epermenioidea","","","","1;2;3;5","",""
"18409","family","Epermeniidae","","","","1;2;3;5","",""
"18408","species","Erodium acaule","(L.) Bech. & Thell.","","","","38",""
