"id","rank","name","author","uses_atlas_codes","translations","stages","groups","synonyms"
"468","species","Calopteryx splendens","(Harris, 1782)","","Bandaed Demoiselle;пегава сјајна девица;pegava sjajana devica;prugasta konjska smrt;;","1;2;3;5","10",""
"467","genus","Calopteryx","","","","1;2;3;5","10",""
"466","family","Calopterygidae","","","","1;2;3;5","10",""
"465","suborder","Zygoptera","","","","1;2;3;5","10",""
"464","order","Odonata","","","","1;2;3;4;5","10",""
"463","class","Ustilaginomycotina","","","","","17",""
"462","class","Heterobasidiomycetes","","","","","17",""
"461","class","Basidiomycetes","","","","","17",""
"460","class","Agaricomycotina","","","","","17",""
"459","phylum","Ascomycota","","","","","",""
"458","phylum","Basidiomycota","","","","","17",""
"457","kingdom","Fungi","","","Fungus;гљиве;gljive;;;","","",""
"456","species","Cricetus cricetus","(Linnaeus, 1758)","","Common Hamster;хрчак;hrčak;hrčak;;","4;5","34",""
"455","genus","Cricetus","","","","4;5","34",""
"454","family","Cricetidae","","","Cricetidae;хрчкови;hrčkovi;;;","4;5","34",""
"453","species","Micromys minutus","(Pallas, 1771)","","Eurasian Harvest Mouse;патуљасти миш;patuljasti miš;patuljasti miš;;","4;5","34",""
"452","genus","Micromys","","","","4;5","34",""
"451","species","Castor fiber","Linnaeus, 1758","","Eurasian Beaver;дабар;dabar;dabar;;","4;5","34",""
"450","genus","Castor","","","","4;5","34",""
"449","family","Castoridae","","","Beavers;даброви;dabrovi;;;","4;5","34",""
"448","speciescomplex","Triturus cristatus complex","","",";Велики крестасти мрмољци;Veliki  krestasti mrmoljci;;;","1;2;4;5","8",""
"447","species","Nyctalus noctula","(Schreber, 1774)","","Noctule Bat;обични ноћник;obični noćnik;rani večernjak;;","4;5","34",""
"446","genus","Nyctalus","","","","4;5","34",""
"445","family","Vespertilionidae","","","","4;5","34",""
"444","species","Meles meles","(Linnaeus, 1758)","","Eurasian Badger;јазавац;jazavac;jazavac;;","4;5","34",""
"443","genus","Meles","","","Meles;јазавци;jazavci;;;","4;5","34",""
"442","genus","Apodemus","","","","4;5","34",""
"441","species","Arvicola amphibius","(Linnaeus, 1758)","","European Water Vole;водена волухарица;vodena voluharica;vodeni voluhar;;","4;5","34",""
"440","genus","Arvicola","","","","4;5","34",""
"439","species","Rattus norvegicus","(Berkenhout, 1769)","","Brown Rat;сиви пацов;sivi pacov;štakor selac;;","4;5","34",""
"438","species","Rattus rattus","(Linnaeus, 1758)","","House Rat;црни пацов;crni pacov;kućni štakor;;","4;5","34",""
"437","genus","Rattus","","","Rats;пацови;pacovi;;;","4;5","34",""
"436","family","Muridae","","","Muridae;мишеви и пацови;miševi i pacovi;;;","4;5","34",""
"435","species","Talpa europaea","Linnaeus, 1758","","European Mole;европска кртица;evropska krtica;krtica;;","4;5","34",""
"434","genus","Talpa","","","","4;5","34",""
"433","family","Talpidae","","","Talpidae;кртице;krtice;;;","4;5","34",""
"432","species","Erinaceus roumanicus","Barrett-Hamilton, 1900","","Southern white-breasted hedgehog;белогруди јеж;belogrudi jež;bjeloprsi jež;;","4;5","34",""
"431","genus","Erinaceus","","","","4;5","34",""
"430","family","Erinaceidae","","","Erinaceidae;јежеви;ježevi;;;","4;5","34",""
"429","species","Capreolus capreolus","(Linnaeus, 1758)","","European Roe Deer;срна;srna;srna;;","4;5","34",""
"428","genus","Capreolus","","","","4;5","34",""
"427","family","Cervidae","","","Deer;јелени;jeleni;;;","4;5","34",""
"426","species","Vulpes vulpes","(Linnaeus, 1758)","","Red Fox;лисица;lisica;lisica;;","4;5","34",""
"425","genus","Vulpes","","","Fox;лисице;lisice;;;","4;5","34",""
"424","family","Canidae","","","Canidae;пси;psi;;;","4;5","34",""
"423","species","Lutra lutra","(Linnaeus, 1758)","","Eurasian Otter;видра;vidra;vidra;;","4;5","34",""
"422","genus","Lutra","","","Lutra;видре;vidre;;;","4;5","34",""
"421","family","Mustelidae","","","Mustelidae;куне;kune;;;","4;5","34",""
"420","species","Lepus europaeus","Pallas, 1778","","European Hare;зец;zec;zec;;","4;5","34",""
"419","genus","Lepus","","","","4;5","34",""
"418","family","Leporidae","","","Leporidae;зечеви;zečevi;;;","4;5","34",""
